1	2	Allianz	Alliance	1	1	de	de	0	1	1
1	2	Allianz	Allianz (Island)	1	1	de	de	0	1	1
1	2	Allianz	Allianz (Künstlergruppe)	1	1	de	de	0	1	1
1	2	Allianz	Allianz (Schweden)	1	1	de	de	0	1	1
1	2	Allianz	Allianz Arena	1	1	de	de	0	1	1
1	2	Allianz	Allianz Filmproduktion	1	1	de	de	0	1	1
1	2	Allianz	Allianz SE	1	1	de	de	0	1	1
1	2	Allianz	Allianz der deutschen Wissenschaftsorganisationen	1	1	de	de	0	1	1
1	2	Allianz	Allianz – Anonyme Gesellschaft für Bergbau und Hüttenbetrieb bei Stolberg	1	1	de	de	0	1	1
1	2	Allianz	Band ohne Namen	1	1	de	de	0	1	1
1	2	Allianz	Bündnis	1	1	de	de	0	1	1
1	2	Allianz	Ehe	1	1	de	de	0	1	1
1	2	Allianz	Ektosymbiose	1	1	de	de	0	1	1
1	2	Allianz	Evangelische Allianz	1	1	de	de	0	1	1
1	2	Allianz	Große Allianz	1	1	de	de	0	1	1
1	2	Allianz	Heilige Allianz	1	1	de	de	0	1	1
1	2	Allianz	Kanadische Allianz	1	1	de	de	0	1	1
1	2	Allianz	Luftfahrtallianz	1	1	de	de	0	1	1
1	2	Allianz	Militärbündnis	1	1	de	de	0	1	1
1	2	Allianz	Neue Allianz	1	1	de	de	0	1	1
1	2	Allianz	Strategische Allianz	1	1	de	de	0	1	1
1	2	Allianz	Therapeutische Allianz	1	1	de	de	0	1	1
1	2	Allianz	Wikipedia:Begriffsklärung	1	1	de	de	0	1	1
